mse,rmse,r2,iterations,learning_rate,depth,l2_leaf_reg
0.21587915551948375,0.4646279753948139,0.8940745963607843,94.0,0.23571800547917576,3.0,3.8723599581775257
0.10083588234625951,0.3175466616833808,0.9701866009479286,100.0,0.2804052682298875,7.0,4.878028799010506
0.3587977955062822,0.5989973251244802,0.8009370169565904,89.0,0.22818865745810188,4.0,1.739722638973984
0.1844777841076536,0.4295087706993346,0.9007483853986981,100.0,0.292736544787487,7.0,3.2310666246187294
0.26230391235893524,0.512156140604538,0.8817891752485524,98.0,0.2729150787923739,4.0,1.2406216206874792
0.18780766473279706,0.4333678169093744,0.9261457928992864,98.0,0.2563189842705253,5.0,1.0960130271809674
0.16873035066867564,0.4107680010281663,0.945882018228051,100.0,0.2598396727335851,8.0,1.4270342293380605
0.11698906991092103,0.3420366499527807,0.9553222786213629,93.0,0.2493334719569475,7.0,2.361955469344718
0.14293326751907867,0.3780651630593312,0.9397782852281072,100.0,0.1030822593764717,8.0,1.5091432931167188
0.13689000013208585,0.3699864864182013,0.9515763777957862,86.0,0.26811723284104827,5.0,1.864120074333465
0.09279222095295453,0.30461815598049063,0.9697546238743942,74.0,0.2631318590690221,7.0,1.641523223264186
0.14561687198589685,0.38159778823506935,0.9651594708240895,74.0,0.26181288227620375,4.0,1.4422540975979454
0.1646164911887242,0.4057295788930408,0.9350867541771267,74.0,0.29868495873525425,7.0,2.289365136543303
0.09973487452203769,0.3158082876082224,0.9654053685357352,95.0,0.2187478889657062,7.0,1.0768673897868304
0.26815314028954146,0.517835051236918,0.8571400071695051,95.0,0.18343270070961903,6.0,1.0298838675352853
0.17360744628509772,0.41666226885224167,0.9289753651389806,85.0,0.2269477780734552,6.0,1.7579482640035486
0.12783987284395992,0.3575470218642017,0.9580588473772201,79.0,0.23221042584448637,6.0,1.7261820165523432
0.12261637247475186,0.3501662069285839,0.9541537440907651,76.0,0.18663007011101224,4.0,1.6000729451163842
0.14766264316107275,0.38426897241525076,0.9246955097058907,84.0,0.18237743058252484,8.0,1.1593727509483198
0.13290482729891545,0.3645611434298991,0.9532328778362755,84.0,0.13986624681136198,7.0,1.4837339440867137
0.27872554136455663,0.5279446385413499,0.8322240968960201,100.0,0.23892557680269402,4.0,1.2028059237452475
0.0982439880467023,0.3134389702106333,0.9708815545320538,99.0,0.23751263824479318,6.0,2.3464746021302245
0.23720473415704185,0.487036686664405,0.880490909269454,69.0,0.28874327905896335,3.0,3.625005920572411
0.07325346274156139,0.2706537691249863,0.9834568563139333,87.0,0.2510707630900065,8.0,1.354350029871005
0.11046083638721427,0.33235648991288597,0.979875451025002,75.0,0.27040114451529834,7.0,1.0513259654650335
0.09828439762167783,0.31350342521522445,0.9714043879279295,89.0,0.21964688126070872,7.0,1.8508489337481175
0.2716116462306628,0.5211637422448561,0.8474604850808014,63.0,0.2316441909720131,7.0,1.1080628625000344
0.13054747477894132,0.361313540818693,0.9574667602970373,92.0,0.28998374361668866,6.0,2.681663160436324
0.11874738246628305,0.3445974208642355,0.9497468525888626,98.0,0.19666459914818962,7.0,1.9096261299769033
0.12766447229338165,0.35730165447893136,0.9423071995089282,81.0,0.23838942092723914,4.0,1.3124486389525944
0.1454016221464467,0.38131564634361215,0.9507136621502917,94.0,0.2196763860532558,7.0,4.240674660644489
0.18842268744150603,0.43407682205055137,0.9005442594651566,62.0,0.29023266365835787,4.0,2.4056308491172556
0.17281126122571316,0.4157057387452249,0.9411501585696955,89.0,0.2934796755270483,7.0,1.8268363032104435
0.13804448444052175,0.3715433816400472,0.9426808815400286,60.0,0.25420620156892415,8.0,1.0171922653811873
0.20049046337959872,0.4477616144552799,0.8939049249373682,87.0,0.2613152968020989,7.0,2.643975283358281
0.13595150519260543,0.3687160224245828,0.9609381715759164,80.0,0.2967669915865561,5.0,1.2870011377030877
0.12929531534274805,0.3595765778561613,0.9635360912788313,78.0,0.19719442306659737,7.0,1.1583273178851798
0.1014363256851308,0.3184906995268948,0.9611088341216077,99.0,0.15122992924202472,8.0,1.2109989673388042
0.12343867896701544,0.351338410890434,0.9547570627951731,45.0,0.251944479842293,8.0,1.176701107464356
0.15454380852291968,0.393120603025229,0.9253011565401436,84.0,0.15843595305682964,8.0,1.0374397143889627
0.20053757041227618,0.44781421416953276,0.9302771463625691,100.0,0.2649983263037928,8.0,3.9822282604141144
0.12754249119776823,0.35713091604867847,0.9715832613394735,100.0,0.253856032654712,5.0,1.266670786445523
0.12689663577408702,0.35622554059764866,0.9454548631242478,96.0,0.19827143290172972,7.0,1.5048290246365577
0.15682722538411845,0.3960141732111598,0.9693198067894259,81.0,0.26093749939258504,5.0,1.6785415173531553
0.1164211790194283,0.34120547917556704,0.9583993471525377,94.0,0.22887972411148264,6.0,2.068734497765935
0.4015403653493703,0.6336721276412356,0.7417629544775767,84.0,0.28255618946889427,4.0,2.2801651627227306
0.08501927831697377,0.29158065490867835,0.9744661670302116,56.0,0.200896125186897,5.0,1.1201518490254994
0.18888680274211742,0.434611093671247,0.8933981990235027,99.0,0.28236239180047895,7.0,1.8741661665249372
0.15891003932964817,0.39863522088451764,0.93579626129034,97.0,0.20551356738509996,8.0,2.109641362182855
0.26398818240241967,0.5137978030338585,0.8629916693990869,77.0,0.29030800746359664,7.0,2.4394356887958364
0.2665465977703106,0.5162815101960466,0.8459996028133808,98.0,0.15630577164080153,8.0,1.3864943154133678
0.14277757435032715,0.3778591991077194,0.9714369728120175,81.0,0.26082876616924244,6.0,1.0013643778022505
0.16589767559785026,0.4073053837084041,0.9101653035160184,77.0,0.2016498666427962,8.0,1.7256477563019716
0.10774320036211377,0.328242593765821,0.9660922727905953,100.0,0.11931265475878694,8.0,1.1192177973732225
0.11220439252371237,0.3349692411606062,0.9669690178289558,76.0,0.2709336715955069,8.0,2.3211285703909956
0.10507220146338701,0.32414842505152947,0.9575390806533037,77.0,0.1810189497305803,7.0,1.0114983827849593
0.12542926733422063,0.3541599459767022,0.9626591239364672,98.0,0.1838811841446696,7.0,1.037930852411681
0.1356031195975582,0.36824328859811983,0.9470120548296367,79.0,0.26700009800728475,6.0,2.716070687433018
0.20380946462466695,0.45145261614555626,0.9242068738402738,91.0,0.28667264595480363,8.0,3.5407854950816855
0.17030874038053231,0.4126847954317342,0.903086697937655,97.0,0.21976540346349244,6.0,2.4619130081804976
0.6041439369505132,0.7772669663317188,0.6393229019583246,98.0,0.2629279102137768,3.0,3.0226757452342037
0.23797192420711494,0.4878236609750648,0.8834481697440522,77.0,0.29033766005579753,4.0,1.223564942219519
0.2830734680260428,0.532046490474322,0.8230134357751655,84.0,0.20865152849388716,4.0,1.6596513026327955
0.15615772363957584,0.39516796889370454,0.936592013677244,66.0,0.29230452257140016,7.0,1.1799140999149142
0.09217745249030658,0.3036073986093003,0.9808204738436557,69.0,0.2727900270823362,7.0,2.1558946767056844
0.12327743466553714,0.35110886440751843,0.9625152248861175,60.0,0.24124032740524498,5.0,1.1332394554996639
0.12494704007483595,0.35347848601412213,0.9494927638713099,83.0,0.22587583391377133,8.0,1.2652561274044847
0.1117702975276716,0.33432065076460893,0.9465674437031311,84.0,0.26455434320630666,7.0,1.4631609452567234
0.18008070037651344,0.42435916436023086,0.9499990086863036,84.0,0.24506839066159314,6.0,1.9066189393580304
0.16108513218590872,0.401354123170435,0.9412089471969819,61.0,0.20412903176650044,6.0,1.052604944759636
0.1749132747479764,0.41822634391914676,0.9078765820300079,88.0,0.2162125366433877,8.0,1.743379321554972
0.09847988419947332,0.3138150477581872,0.9720257751256829,93.0,0.2699362440217499,6.0,2.3185326362641683
0.13761379515848468,0.3709633339812503,0.947339499939365,96.0,0.2560810195632774,7.0,1.2550123972779672
0.12232466141550141,0.34974942661211245,0.9517225815656437,83.0,0.21234888919677403,8.0,1.2188005666797506
0.19194296890119655,0.4381129636306104,0.9417130630406514,91.0,0.21602640382137553,5.0,2.238562458366189
0.110998249342866,0.3331639976691149,0.9624489789622236,92.0,0.21241208891922533,8.0,1.4881976670605828
0.17694622785664488,0.42064976863971393,0.9126028807386967,77.0,0.21720601668428888,7.0,2.946736357203978
0.08237820902574476,0.2870160431504566,0.9842380158780296,93.0,0.13817943548222936,5.0,1.229048628243714
0.517056311614464,0.7190662776229073,0.7158152663951938,77.0,0.23800511990627016,4.0,1.645892296968655
0.20467466604980666,0.4524098430072081,0.9302377781491329,33.0,0.2991316794739683,8.0,1.7321092591309761
0.07862621289671917,0.28040366063359295,0.9853096787891985,95.0,0.2998042028814565,8.0,1.0476689822857517
0.1325074932879292,0.3640157871410651,0.9403573445056221,86.0,0.2463197946492059,7.0,1.5975581229120683
0.13570973918141013,0.36838802801042564,0.9498576903210684,93.0,0.14477239582415538,6.0,1.745278386299399
0.10890707969890688,0.33001072664219094,0.9532498164338148,79.0,0.25790657771159986,6.0,1.2128825242577244
0.19118662756095464,0.4372489308860053,0.881549725108218,90.0,0.24409033140994008,7.0,1.6618808446722557
0.08170752200156815,0.28584527633243856,0.9823517742443677,94.0,0.14057268762082586,8.0,1.9753208359678265
0.12453409341697201,0.3528938840741959,0.9473161872778774,96.0,0.1833760082296371,7.0,1.4373071269938795
0.10363302969882181,0.32192084384025493,0.9647826111947977,75.0,0.20278767046655202,7.0,1.8613108135680483
0.2137556781195606,0.46233719093272235,0.8759993530081576,74.0,0.28107420251979887,7.0,1.1455094206164955
0.27128247611017503,0.5208478435303107,0.8273492342620656,45.0,0.27315201204823353,7.0,1.0715739922477
0.1298519242546482,0.36034972492656103,0.9740260144029982,92.0,0.20122080000140208,5.0,1.1421719931976744
0.30926526176207775,0.5561162304429513,0.7938827551486383,94.0,0.18936172501225754,4.0,1.2057553998670327
0.0806242751733634,0.2839441409386068,0.9815708949034724,94.0,0.2215544835427108,8.0,1.587081552702955
0.1251645432323374,0.3537860133362219,0.9563353334015976,82.0,0.14493062428151493,6.0,1.250419651187499
0.10334500460936166,0.3214731786780379,0.9684794944658097,98.0,0.23312801533302763,4.0,1.169245917692445
0.10264621898885108,0.32038448618628695,0.9911362001599353,88.0,0.18749882627505607,8.0,1.7859102852237978
0.1419926976030044,0.37681918422899385,0.9530373861041391,89.0,0.2513285860838827,3.0,1.4944794831395471
0.18948969528134738,0.4353041411258884,0.8870262461475068,76.0,0.23847239655420702,8.0,2.0575379290710982
0.1954652052910577,0.4421144708003321,0.9229601057370718,86.0,0.2820367004447015,6.0,2.7081686226695263
0.13099679250566254,0.361934790405209,0.9761046449711133,92.0,0.1837777813874819,4.0,1.0819753993107788
0.14944884299826378,0.386586139169867,0.9607089177245006,80.0,0.2545397395895072,7.0,1.4385947481247368
0.26949927695992343,0.5191331977054862,0.83453367898087,95.0,0.257290606920906,5.0,1.4960232236592317
0.11536981602033343,0.339661325470436,0.9444794355990457,83.0,0.2119132212438172,8.0,1.7942517215975857
0.21387629169789094,0.46246761151229926,0.9022542686266872,96.0,0.24966790629200455,6.0,1.0505184867969017
0.09073732721604662,0.3012263720460853,0.9674855202917881,89.0,0.12631733675831933,8.0,1.0570800585357683
0.1270435279360024,0.3564316595590274,0.9494357150441615,99.0,0.24507597885452348,8.0,1.6448584586787502
0.11844923832510147,0.34416455123254847,0.9522798667242682,70.0,0.23531377360125874,6.0,1.686106964623367
0.11074909906278531,0.332789872235898,0.9582209008573478,87.0,0.2217081205770161,6.0,1.3030430346530189
0.15792632432754636,0.39739945184605674,0.9490668466536031,68.0,0.26058996082023045,4.0,1.4866635902473404
0.10986859914940755,0.33146432560595046,0.9575420158362057,97.0,0.23340418626074022,8.0,2.212733003871783
0.20918718035706596,0.4573698507303099,0.8951254682244533,97.0,0.29301145434905174,5.0,3.8148161552628577
0.1308430061969704,0.36172227771727083,0.9468166792674718,81.0,0.22264063001467596,7.0,2.201241180750785
0.3758138742093389,0.6130366010356469,0.863710017155089,95.0,0.2378335518275212,6.0,3.7062954593536874
0.0966206174146453,0.3108385713109705,0.9769105365097401,77.0,0.2892024651031046,7.0,1.414538713475952
0.13071411321880883,0.3615440681560255,0.9583821367125028,80.0,0.296192555316658,7.0,2.301930954300057
0.2362244193367251,0.4860292371213126,0.9308670651719556,100.0,0.21585247315052508,6.0,2.4277546719886156
0.18242259539936137,0.42710958242512115,0.9351068534311917,92.0,0.2232126456648453,3.0,1.958646949683831
0.10735657334372957,0.3276531296107662,0.9593586944358027,65.0,0.25458046223141356,8.0,1.8207446588781837
0.12885389280613077,0.35896224426272294,0.9627827734670611,98.0,0.12277046596699641,5.0,1.2051618754556563
0.10827851007254555,0.32905700125137216,0.9641918072155894,93.0,0.26777956682081416,6.0,1.3239407912379026
0.12586216602696565,0.35477058224571784,0.9593101228565515,87.0,0.25777759055861216,3.0,1.8235814667217656
0.12425100838144343,0.3524925650016514,0.9585682792647374,79.0,0.23265026971325597,4.0,1.874545706444116
0.1642956342221231,0.40533397861778514,0.9266458121929888,97.0,0.2048661536352434,5.0,1.6188956442034343
0.1276871064526214,0.3573333268149242,0.9280388123766059,78.0,0.20020932367839384,7.0,1.3305375108840285
0.14017781731387582,0.37440328165478975,0.9598981202035262,88.0,0.2725746896348373,8.0,2.632520904815076
0.12165986737502402,0.3487977456564535,0.9642808856038632,65.0,0.21924969203371542,7.0,1.0387143971964907
0.2268644086426831,0.47630285390986593,0.8922583994147586,88.0,0.2658155224358625,5.0,1.0853593918047517
0.1319970302363852,0.36331395546604756,0.9450223616289878,80.0,0.19995084141505262,7.0,1.2030456242794627
0.1559323655366482,0.39488272377586764,0.9587875418785162,97.0,0.2912251464683176,7.0,1.9952656474776451
0.11524250764749804,0.3394738688728457,0.9520746137133053,84.0,0.17734274640594427,6.0,1.1465726559363691
0.13748989363380962,0.3707962966829761,0.9385771335265005,75.0,0.253547907419987,4.0,1.4938019722913976
0.169054261075859,0.41116208613618427,0.9281750023493277,93.0,0.29534442295603586,7.0,2.2658555699996965
0.10765873901431056,0.32811391164397546,0.9617721173050683,81.0,0.2581393611076752,7.0,2.7297111340063345
0.1033140781934781,0.32142507399622405,0.970009188485421,97.0,0.19344801052860758,4.0,1.462307476246195
0.13916081638610833,0.3730426468731267,0.955525781795468,72.0,0.29360715442954566,3.0,2.3054430648765614
0.13539138027380018,0.3679556770506472,0.9552543940211711,78.0,0.2101770767814213,8.0,2.019842585276161
0.14702566167489495,0.38343925421752917,0.9450662164183543,100.0,0.2959642325881047,6.0,2.023640363076239
0.15196973016716028,0.38983295161794657,0.9236086168102166,84.0,0.20487569518028864,7.0,1.5214891095696794
0.13803550847233992,0.371531302143359,0.9397729423156836,94.0,0.170353108192221,7.0,1.9829480974480642
0.09572050063253579,0.30938729875761833,0.9696958052234028,93.0,0.09613245059814829,8.0,1.0628495507369822
0.18472597598426185,0.42979759885818564,0.897687898118767,82.0,0.25185900528097155,7.0,1.6217360627543937
0.18637301949640828,0.4317094155753477,0.9344224687089748,60.0,0.1320929329360065,6.0,2.5845928837528667
0.620981062660166,0.7880235165654423,0.6575751304398028,94.0,0.283199750898477,5.0,2.0677184302105296
0.1455482531953161,0.3815078678026393,0.940073299264029,71.0,0.29871224714207434,4.0,1.5181630083547002
0.09610043125238849,0.3100006955675882,0.9721967497583103,77.0,0.2280896173504062,6.0,1.584314960898055
0.09830436148758571,0.3135352635471578,0.9644419359632072,61.0,0.2653499625332855,8.0,2.4757360848182444
0.1005042403676276,0.3170240375233834,0.9563293917476942,100.0,0.26061244229859704,6.0,2.2746175463813065
0.13898419080806332,0.37280583526557537,0.9600264944331769,74.0,0.2531946523554547,3.0,2.3923315487688033
0.08982683054286475,0.2997112452726203,0.9792714655201662,73.0,0.24948210880370789,4.0,2.592594375431497
0.16337688567490755,0.40419906689019897,0.9390940163350315,97.0,0.27655231822083426,6.0,1.8184048510276316
0.1287033027274607,0.3587524253959277,0.9542095218007831,70.0,0.2433171896506546,8.0,1.9699239055762334
0.15545263494801675,0.3942748216003867,0.9459038542714341,79.0,0.20368670614725748,5.0,1.2867135082378365
0.12304122836485125,0.35077233124186297,0.954373404994495,92.0,0.21239791783865225,6.0,1.959628460470296
0.15577915238674622,0.3946886778040969,0.9446132671880189,73.0,0.17537271459493545,7.0,1.5282808301057553
0.19291419877470797,0.4392199890427438,0.9194439398722117,99.0,0.19865930674413232,7.0,1.3084135741733711
0.13541533987951984,0.3679882333438392,0.9631140505311757,71.0,0.2868543155160763,7.0,1.705613337475762
0.15452397400899928,0.393095375206831,0.9288107363798884,97.0,0.27202254432594986,7.0,1.0907175448145372
0.15178719449124894,0.38959876089542295,0.9489430793407732,98.0,0.22121228340636018,7.0,1.6791023848709865
0.09256009039527435,0.304236898477608,0.9719714803607716,64.0,0.2421272286883328,8.0,1.1979042235162605
0.11302679078366622,0.336194572805193,0.963562418836958,88.0,0.2917659100307425,7.0,1.6903290785525038
0.12208156330791328,0.3494017219589985,0.9734173554578729,91.0,0.2506775806649913,8.0,1.720860356136118
0.11560890559779301,0.3400130962151208,0.9693984034466616,95.0,0.2610372454267768,3.0,1.649394574600277
0.1881247436734009,0.4337334938339451,0.8922340663261946,90.0,0.21375421024148894,4.0,1.3861137851175211
0.07231782776636916,0.2689197422398905,0.9884818670391754,98.0,0.18743153547591573,7.0,1.1245211938150297
0.19247586498377384,0.4387207141038292,0.8798860896352994,95.0,0.14802912166513185,7.0,1.1220970252046913
0.12217339233972947,0.3495331062141746,0.9618982414114705,57.0,0.27665429150005466,7.0,1.653073583318867
0.11292447143456001,0.33604236553529976,0.9580418512470665,69.0,0.2715787198336222,6.0,1.0332648005849028
0.13358730138531003,0.3654959663051154,0.944794597333626,67.0,0.2987793305336805,8.0,1.9685987614686185
0.17006656083638502,0.41239127153273386,0.9238277633871268,91.0,0.25873473405060415,8.0,3.0126634972205997
0.08564577471098696,0.29265299368191494,0.9814329975098122,90.0,0.18390414614657544,8.0,1.9604273020651584
0.18523598223773724,0.4303904997066469,0.88754431785807,72.0,0.25566017651754513,8.0,1.1659805608767195
0.10653073200058823,0.3263904594202904,0.9841686268778469,68.0,0.20906730581899474,8.0,2.063007001090135
0.12869859181387744,0.35874585964701733,0.9459903594440449,65.0,0.29589125912276165,8.0,1.1698624869599095
0.11616127184117198,0.34082440030193256,0.9575290680185735,62.0,0.2679721377309925,8.0,1.4008185699293851
0.08627412906813069,0.2937245802927135,0.9757898038626811,95.0,0.2962621150681083,6.0,2.896705285183495
0.13065601635243454,0.3614637137423818,0.9353317640700901,98.0,0.2580921448577395,7.0,2.3440229173565523
0.12014173090158202,0.34661467208065794,0.9555125711536641,73.0,0.28016654642884026,5.0,1.4774189668503346
0.2746622152404394,0.5240822599940198,0.9148067616238484,97.0,0.2261476474456268,8.0,1.9524844307297289
0.257554590809324,0.5074983653267506,0.8416670868316021,76.0,0.20042249449014649,8.0,1.7820975151432374
0.17579953972795456,0.4192845569872024,0.8968343213121969,73.0,0.22089796131964784,6.0,1.0314607253977766
0.12588816692484178,0.35480722501781414,0.9459128472116611,95.0,0.22056315317528297,7.0,1.1614853989875162
0.11815031828404263,0.3437300078317903,0.9608208838061838,75.0,0.23614235989874155,7.0,2.0214798376222207
0.12701181515131696,0.3563871702956168,0.9573176672395937,94.0,0.24872500941093623,6.0,2.9321110623914373
0.11852324269903804,0.3442720475133554,0.95321301658548,84.0,0.22979018782146438,6.0,1.0980622822076338
0.1547535686552237,0.39338730108536,0.9584709161337359,100.0,0.28427569816607196,8.0,2.0127300915303814
0.17647227576889493,0.42008603377033965,0.9501806708053365,61.0,0.2699183406424425,6.0,1.452228772451443
0.09178901020798465,0.30296701174877877,0.9812051110471401,93.0,0.19483978980811476,7.0,2.6777110211697175
0.2550567190242387,0.5050314039980471,0.9402070693925625,87.0,0.22503557410072472,5.0,2.061991877377007
0.14979555091623778,0.3870343019891619,0.9526373990771335,93.0,0.2618172464812953,7.0,2.0246964194968045
0.11291137928295222,0.3360228850583725,0.9831209040067075,86.0,0.2607306978594437,6.0,1.2980804151829082
0.30454988078639705,0.5518603816060699,0.876831425325056,95.0,0.21785001363108894,8.0,1.4748610720399742
0.09797215385760401,0.31300503807064195,0.9804182114647906,94.0,0.28411659394051997,6.0,1.089475603597649
0.09731906408465928,0.31196003603772593,0.968803320230782,99.0,0.2749388254023472,7.0,1.2574189180740447
0.07717431516844243,0.27780265507810115,0.9836788198276732,91.0,0.1837718524887375,6.0,1.7579356069697196
0.1088276855059175,0.3298904143892597,0.9796445797414375,61.0,0.23831560836931373,6.0,1.234681784375924
0.1342501864763511,0.36640167368115434,0.9424117980888336,94.0,0.2713244710370897,7.0,1.2494301473379488
0.17033545361275587,0.4127171593388817,0.9239144418719003,66.0,0.28863481421705584,7.0,1.891134184251713
0.14901473909370633,0.3860242726742793,0.9364218755256424,96.0,0.24566406673924307,4.0,2.3428823966605017
0.1315517229628501,0.36270059686034445,0.9531839500427397,89.0,0.23257218613698072,5.0,1.9804440367906035
